id,type,status,payment_status,payment_type,commission_paid,check_info,discount,deposit,tip,refund,commission_actual,event_id,created_at
1,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,134,2018-01-28 9:29pm
2,On Premise Contract,,Paid In Full,Unknown,,,500.00,,,,,177,2018-01-28 9:30pm
3,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,178,2018-01-28 9:30pm
4,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,47,2018-01-28 9:30pm
5,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,111,2018-01-28 9:30pm
6,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,52,2018-01-28 9:30pm
7,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,113,2018-01-28 9:30pm
8,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,23,2018-01-28 9:30pm
9,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,49,2018-01-28 9:30pm
10,On Premise Contract,,Paid In Full,Unknown,,,800.00,,,,,61,2018-01-28 9:30pm
11,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,57,2018-01-28 9:30pm
12,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,136,2018-01-28 9:30pm
13,On Premise Contract,,Paid In Full,Unknown,,,800.00,,,,,97,2018-01-28 9:30pm
14,On Premise Contract,,Paid In Full,Unknown,,,450.00,,,,,143,2018-01-28 9:30pm
15,On Premise Contract,,Paid In Full,Unknown,,,150.00,,,,,81,2018-01-28 9:30pm
16,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,109,2018-01-28 9:30pm
17,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,40,2018-01-28 9:30pm
18,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,244,2018-01-28 9:30pm
19,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,100,2018-01-28 9:30pm
20,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,231,2018-01-28 9:30pm
21,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,157,2018-01-28 9:30pm
22,On Premise Contract,,Paid In Full,Unknown,,,250.00,,,,,127,2018-01-28 9:30pm
23,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,214,2018-01-28 9:30pm
24,On Premise Contract,,Paid In Full,Cash,,,500.00,,,,,15,2018-01-28 9:30pm
25,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,7,2018-01-28 9:30pm
26,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,133,2018-01-28 9:30pm
27,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,105,2018-01-28 9:30pm
28,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,146,2018-01-28 9:30pm
29,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,70,2018-01-28 9:30pm
30,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,14,2018-01-28 9:30pm
31,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,126,2018-01-28 9:30pm
32,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,152,2018-01-28 9:30pm
33,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,89,2018-01-28 9:30pm
34,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,36,2018-01-28 9:30pm
35,On Premise Contract,,Paid In Full,Unknown,,,900.00,,,,,199,2018-01-28 9:30pm
36,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,42,2018-01-28 9:30pm
37,On Premise Contract,,Paid In Full,Check,,,900.00,,,,,108,2018-01-28 9:30pm
38,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,208,2018-01-28 9:30pm
39,On Premise Contract,,Paid In Full,Unknown,,,2000.00,,,,,9,2018-01-28 9:30pm
40,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,59,2018-01-28 9:30pm
41,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,95,2018-01-28 9:30pm
42,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,161,2018-01-28 9:30pm
43,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,192,2018-01-28 9:30pm
44,On Premise Contract,,Paid In Full,Unknown,,,600.00,,,,,155,2018-01-28 9:30pm
45,On Premise Contract,,Paid In Full,Unknown,,,1300.00,,,,,194,2018-01-28 9:30pm
46,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,20,2018-01-28 9:30pm
47,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,123,2018-01-28 9:30pm
48,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,213,2018-01-28 9:30pm
49,On Premise Contract,,Paid In Full,Unknown,,,1300.00,,,,,125,2018-01-28 9:30pm
50,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,148,2018-01-28 9:30pm
51,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,86,2018-01-28 9:30pm
52,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,172,2018-01-28 9:30pm
53,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,103,2018-01-28 9:30pm
54,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,92,2018-01-28 9:30pm
55,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,160,2018-01-28 9:30pm
56,On Premise Contract,,Paid In Full,Unknown,,,200.00,,,,,180,2018-01-28 9:30pm
57,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,240,2018-01-28 9:30pm
58,On Premise Contract,,Paid In Full,Unknown,,,900.00,,,,,243,2018-01-28 9:30pm
59,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,24,2018-01-28 9:30pm
60,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,110,2018-01-28 9:30pm
61,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,196,2018-01-28 9:30pm
62,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,64,2018-01-28 9:30pm
63,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,76,2018-01-28 9:30pm
64,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,38,2018-01-28 9:30pm
65,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,218,2018-01-28 9:30pm
66,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,124,2018-01-28 9:30pm
67,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,245,2018-01-28 9:30pm
68,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,78,2018-01-28 9:30pm
69,On Premise Contract,,Paid In Full,Unknown,,,1000.00,,,,,220,2018-01-28 9:30pm
70,On Premise Contract,,Paid In Full,Check,,,300.00,,,,,33,2018-01-28 9:30pm
71,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,187,2018-01-28 9:30pm
72,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,13,2018-01-28 9:30pm
73,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,73,2018-01-28 9:30pm
74,On Premise Contract,,Paid In Full,Unknown,,,700.00,,,,,19,2018-01-28 9:30pm
75,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,188,2018-01-28 9:30pm
76,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,21,2018-01-28 9:30pm
77,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,11,2018-01-28 9:30pm
78,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,63,2018-01-28 9:30pm
79,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,216,2018-01-28 9:30pm
80,On Premise Contract,,Paid In Full,Unknown,,,400.00,,,,,217,2018-01-28 9:30pm
81,On Premise Contract,,Paid In Full,Unknown,,,,,,,,173,2018-01-28 9:30pm
82,On Premise Contract,,Paid In Full,Unknown,,,800.00,,,,,170,2018-01-28 9:30pm
83,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,204,2018-01-28 9:30pm
84,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,225,2018-01-28 9:30pm
85,On Premise Contract,,Paid In Full,Check,,,0.00,,,,900.00,120,2018-01-28 9:30pm
86,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,195,2018-01-28 9:30pm
87,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,94,2018-01-28 9:30pm
88,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,185,2018-01-28 9:30pm
89,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,191,2018-01-28 9:30pm
90,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,55,2018-01-28 9:30pm
91,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,56,2018-01-28 9:30pm
92,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,248,2018-01-28 9:30pm
93,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,74,2018-01-28 9:30pm
94,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,186,2018-01-28 9:30pm
95,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,30,2018-01-28 9:30pm
96,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,132,2018-01-28 9:30pm
97,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,141,2018-01-28 9:30pm
98,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,158,2018-01-28 9:30pm
99,On Premise Contract,,Paid In Full,Unknown,,,200.00,,,,,190,2018-01-28 9:30pm
100,On Premise Contract,,Paid In Full,Unknown,,,1300.00,,,,,206,2018-01-28 9:30pm
101,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,162,2018-01-28 9:30pm
102,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,69,2018-01-28 9:30pm
103,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,44,2018-01-28 9:30pm
104,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,53,2018-01-28 9:30pm
105,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,128,2018-01-28 9:30pm
106,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,228,2018-01-28 9:30pm
107,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,101,2018-01-28 9:30pm
108,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,17,2018-01-28 9:30pm
109,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,169,2018-01-28 9:30pm
110,On Premise Contract,,Paid In Full,Unknown,,,500.00,,,,,164,2018-01-28 9:30pm
111,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,6,2018-01-28 9:30pm
112,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,66,2018-01-28 9:30pm
113,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,167,2018-01-28 9:30pm
114,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,215,2018-01-28 9:30pm
115,On Premise Contract,,Paid In Full,Unknown,,,900.00,,,,,98,2018-01-28 9:30pm
116,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,135,2018-01-28 9:30pm
117,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,131,2018-01-28 9:30pm
118,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,87,2018-01-28 9:30pm
119,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,165,2018-01-28 9:30pm
120,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,201,2018-01-28 9:30pm
121,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,116,2018-01-28 9:30pm
122,On Premise Contract,,Paid In Full,Unknown,,,1300.00,,,,,25,2018-01-28 9:30pm
123,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,118,2018-01-28 9:30pm
124,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,232,2018-01-28 9:30pm
125,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,223,2018-01-28 9:30pm
126,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,153,2018-01-28 9:30pm
127,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,16,2018-01-28 9:30pm
128,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,122,2018-01-28 9:30pm
129,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,147,2018-01-28 9:30pm
130,On Premise Contract,,Paid In Full,Unknown,,,1300.00,,,,,237,2018-01-28 9:30pm
131,On Premise Contract,,Paid In Full,Unknown,,,1300.00,,,,,197,2018-01-28 9:30pm
132,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,230,2018-01-28 9:30pm
133,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,5,2018-01-28 9:30pm
134,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,154,2018-01-28 9:30pm
135,On Premise Contract,,Paid In Full,Cash,,,0.00,,,,,106,2018-01-28 9:30pm
136,On Premise Contract,,Paid In Full,Unknown,,,800.00,,,,,156,2018-01-28 9:30pm
137,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,227,2018-01-28 9:30pm
138,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,189,2018-01-28 9:30pm
139,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,130,2018-01-28 9:30pm
140,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,88,2018-01-28 9:30pm
141,On Premise Contract,,Paid In Full,Unknown,,,150.00,,,,,219,2018-01-28 9:30pm
142,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,58,2018-01-28 9:30pm
143,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,210,2018-01-28 9:30pm
144,On Premise Contract,,Paid In Full,Unknown,,,250.00,,,,,75,2018-01-28 9:30pm
145,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,140,2018-01-28 9:30pm
146,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,226,2018-01-28 9:30pm
147,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,193,2018-01-28 9:30pm
148,On Premise Contract,,Paid In Full,Unknown,,,700.00,,,,,150,2018-01-28 9:30pm
149,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,91,2018-01-28 9:30pm
150,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,4,2018-01-28 9:30pm
151,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,10,2018-01-28 9:30pm
152,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,139,2018-01-28 9:30pm
153,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,32,2018-01-28 9:30pm
154,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,142,2018-01-28 9:30pm
155,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,82,2018-01-28 9:30pm
156,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,43,2018-01-28 9:30pm
157,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,212,2018-01-28 9:30pm
158,On Premise Contract,,Paid In Full,Check,,,,,,,,205,2018-01-28 9:30pm
159,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,79,2018-01-28 9:30pm
160,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,41,2018-01-28 9:30pm
161,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,65,2018-01-28 9:30pm
162,On Premise Contract,,Paid In Full,Unknown,,,1800.00,,,,,72,2018-01-28 9:30pm
163,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,138,2018-01-28 9:30pm
164,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,117,2018-01-28 9:30pm
165,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,235,2018-01-28 9:30pm
166,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,144,2018-01-28 9:30pm
167,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,174,2018-01-28 9:30pm
168,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,27,2018-01-28 9:30pm
169,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,450.00,198,2018-01-28 9:30pm
170,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,182,2018-01-28 9:30pm
171,On Premise Contract,,Paid In Full,Unknown,,,1000.00,,,,,3,2018-01-28 9:30pm
172,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,224,2018-01-28 9:30pm
173,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,26,2018-01-28 9:30pm
174,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,163,2018-01-28 9:30pm
175,On Premise Contract,,Paid In Full,Check,,,0.00,,,,,181,2018-01-28 9:30pm
176,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,129,2018-01-28 9:30pm
177,On Premise Contract,,Paid In Full,Unknown,,,400.00,,,,,45,2018-01-28 9:30pm
178,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,67,2018-01-28 9:30pm
179,On Premise Contract,,Paid In Full,Unknown,,,1000.00,,,,,184,2018-01-28 9:30pm
180,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,221,2018-01-28 9:30pm
181,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,229,2018-01-28 9:30pm
182,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,2,2018-01-28 9:30pm
183,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,209,2018-01-28 9:30pm
184,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,99,2018-01-28 9:30pm
185,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,62,2018-01-28 9:30pm
186,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,236,2018-01-28 9:30pm
187,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,112,2018-01-28 9:30pm
188,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,80,2018-01-28 9:30pm
189,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,35,2018-01-28 9:30pm
190,On Premise Contract,,Paid In Full,Unknown,,,1400.00,,,,,247,2018-01-28 9:30pm
191,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,104,2018-01-28 9:30pm
192,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,176,2018-01-28 9:30pm
193,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,234,2018-01-28 9:30pm
194,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,12,2018-01-28 9:30pm
195,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,175,2018-01-28 9:30pm
196,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,159,2018-01-28 9:30pm
197,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,246,2018-01-28 9:30pm
198,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,114,2018-01-28 9:30pm
199,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,50,2018-01-28 9:30pm
200,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,31,2018-01-28 9:30pm
201,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,207,2018-01-28 9:30pm
202,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,18,2018-01-28 9:30pm
203,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,90,2018-01-28 9:30pm
204,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,85,2018-01-28 9:30pm
205,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,48,2018-01-28 9:30pm
206,On Premise Contract,,Paid In Full,Unknown,,,1000.00,,,,,233,2018-01-28 9:30pm
207,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,149,2018-01-28 9:30pm
208,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,239,2018-01-28 9:30pm
209,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,68,2018-01-28 9:30pm
210,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,39,2018-01-28 9:30pm
211,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,60,2018-01-28 9:30pm
212,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,179,2018-01-28 9:30pm
213,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,71,2018-01-28 9:30pm
214,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,46,2018-01-28 9:30pm
215,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,222,2018-01-28 9:30pm
216,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,93,2018-01-28 9:30pm
217,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,29,2018-01-28 9:30pm
218,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,171,2018-01-28 9:30pm
219,On Premise Contract,,Paid In Full,Unknown,,,2200.00,,,,,77,2018-01-28 9:30pm
220,On Premise Contract,,Paid In Full,Unknown,,,1500.00,,,,,202,2018-01-28 9:30pm
221,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,119,2018-01-28 9:30pm
222,On Premise Contract,,Paid In Full,Unknown,,,700.00,,,,,121,2018-01-28 9:30pm
223,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,37,2018-01-28 9:30pm
224,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,96,2018-01-28 9:30pm
225,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,102,2018-01-28 9:30pm
226,On Premise Contract,,Paid In Full,Unknown,,,300.00,,,,,211,2018-01-28 9:30pm
227,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,166,2018-01-28 9:30pm
228,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,145,2018-01-28 9:30pm
229,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,115,2018-01-28 9:30pm
230,On Premise Contract,,Paid In Full,Unknown,,,1300.00,,,,,22,2018-01-28 9:30pm
231,On Premise Contract,,Paid In Full,Unknown,,,1200.00,,,,,151,2018-01-28 9:30pm
232,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,34,2018-01-28 9:30pm
233,On Premise Contract,,Paid In Full,Unknown,,,800.00,,,,,54,2018-01-28 9:30pm
234,On Premise Contract,,Paid In Full,Unknown,,,800.00,,,,,168,2018-01-28 9:30pm
235,On Premise Contract,,Paid In Full,Unknown,,,200.00,,,,,137,2018-01-28 9:30pm
236,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,183,2018-01-28 9:30pm
237,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,238,2018-01-28 9:30pm
238,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,83,2018-01-28 9:30pm
239,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,84,2018-01-28 9:30pm
240,On Premise Contract,,Paid In Full,Unknown,,,1500.00,,,,,203,2018-01-28 9:30pm
241,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,200,2018-01-28 9:30pm
242,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,242,2018-01-28 9:30pm
243,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,28,2018-01-28 9:30pm
244,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,51,2018-01-28 9:30pm
245,On Premise Contract,,Paid In Full,Unknown,,,1000.00,,,,,241,2018-01-28 9:30pm
246,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,107,2018-01-28 9:30pm
247,On Premise Contract,,Paid In Full,Unknown,,,200.00,,,,,8,2018-01-28 9:30pm
248,On Premise Contract,,Paid In Full,Unknown,,,0.00,,,,,1,2018-01-28 9:30pm
249,On Premise Contract,,Paid In Full,Check,,,,,,,,355,2018-02-13 4:23pm
250,On Premise Contract,,Paid In Full,Check,,,,,,,,356,2018-02-13 4:44pm
251,On Premise Contract,,Paid In Full,Cash,,,300.00,,,,,357,2018-02-19 6:01pm
252,On Premise Contract,,Paid In Full,Check,,,250.00,,,,,358,2018-02-19 6:04pm
253,On Premise Contract,,Paid In Full,Cash,,,,,,,,359,2018-02-19 6:07pm
254,On Premise Contract,,Paid In Full,Check,,,,,,,,360,2018-02-19 6:19pm
255,On Premise Contract,,Paid In Full,Check,,,,,,,,361,2018-02-19 8:26pm
256,On Premise Contract,,Paid In Full,Check,,,,,,,,362,2018-02-19 8:55pm
257,On Premise Contract,,Paid In Full,Check,,,,,,,,363,2018-02-19 8:58pm
258,On Premise Contract,,Paid In Full,Check,,,,,,,,364,2018-02-19 9:02pm
259,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,365,2018-02-19 9:05pm
260,On Premise Contract,,Paid In Full,Cash,,,300.00,,,,,366,2018-02-19 9:11pm
261,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,367,2018-02-19 9:14pm
262,On Premise Contract,,Paid In Full,Cash,,,200.00,,,,,369,2018-02-19 9:17pm
263,On Premise Contract,,Paid In Full,Check,,,,,,,,370,2018-02-19 9:20pm
264,On Premise Contract,,Paid In Full,Cash,,,,,,,,371,2018-02-19 9:23pm
265,On Premise Contract,,Paid In Full,Check,,,,,,,0.00,372,2018-02-19 9:28pm
266,On Premise Contract,,Paid In Full,Check,,,,,,,,373,2018-02-19 9:39pm
267,On Premise Contract,,Paid In Full,Cash,,,,,,,,374,2018-02-19 9:42pm
268,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,375,2018-02-19 9:45pm
269,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,-1000.00,376,2018-02-19 9:50pm
270,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,-900.00,377,2018-02-20 2:31pm
271,On Premise Contract,,Paid In Full,Cash,,,,,,,,378,2018-02-20 2:38pm
272,On Premise Contract,,Paid In Full,Check,,,,,,,,379,2018-02-20 2:45pm
273,On Premise Contract,,Paid In Full,Cash,,,50.00,,,,,380,2018-02-20 2:49pm
274,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,381,2018-02-20 2:53pm
275,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,382,2018-02-20 2:56pm
276,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,383,2018-02-20 3:02pm
277,On Premise Contract,,Paid In Full,Check,,,,,,,,384,2018-02-20 3:05pm
278,On Premise Contract,,Paid In Full,Check,,,200.00,,,,600.00,385,2018-02-20 3:08pm
279,On Premise Contract,,Paid In Full,Check,,,200.00,,,,,386,2018-02-20 3:12pm
280,On Premise Contract,,Paid In Full,Check,,,,,,,,387,2018-02-20 3:17pm
281,On Premise Contract,,Paid In Full,Check,,,,,,,,388,2018-02-20 3:22pm
282,On Premise Contract,,Paid In Full,Cash,,,,,,,,389,2018-02-20 3:26pm
283,On Premise Contract,,Paid In Full,Check,,,,,,,,390,2018-02-20 3:30pm
284,On Premise Contract,,Paid In Full,Check,,,,,,,,391,2018-02-20 3:42pm
285,On Premise Contract,,Paid In Full,Cash,,,,,,,,392,2018-02-20 3:45pm
286,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,700.00,393,2018-02-20 3:52pm
287,On Premise Contract,,Paid In Full,Cash,,,,,,,,394,2018-02-20 3:57pm
288,On Premise Contract,,Paid In Full,Cash,,,,,,,,395,2018-02-20 4:02pm
289,On Premise Contract,,Paid In Full,Check,,,,,,,,396,2018-02-20 4:12pm
290,On Premise Contract,,Paid In Full,Cash,,,,,,,,397,2018-02-20 4:15pm
291,On Premise Contract,,Paid In Full,Cash,,,,,,,,398,2018-02-20 4:18pm
292,On Premise Contract,,Paid In Full,Cash,,,,,,,,399,2018-02-20 4:46pm
293,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,400,2018-02-20 4:48pm
